,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,min_salary,max_salary,avg_salary,Company_name_text,State,Age of company,python_y,sql_y,aws_y,spark_y,tableau_y,excel_y,r_studio_y,power_bi_y,desc_len,seniority
1264,Data Analyst,$29K-$51K (Glassdoor est.),"Develops and maintains institutional databases, which facilitate internal and external reporting.

Essential Functions

Coordinates with internal/external entities to collect, manage, and analyze data; verifies information for completeness and accuracy.

Compiles data for report generation that satisfies internal/external funding reporting requirements.

Provides timely data analysis and generates reports for dissemination at presentations, trainings, and board meetings.

Designs, implements, and manages relational databases to meet obligatory set of data required by funding agencies; records and arranges information in specified order or groupings.

Analyzes user requirements, procedures, and problems to automate processing or to improve existing computer system.

Reviews computer system capabilities, workflow, and scheduling limitations to determine if requested program or program change is possible within existing system.

Studies existing information processing systems to evaluate effectiveness and develops new systems to improve production or workflow as required.

Upgrades system and corrects errors to maintain system after implementation; trains users in use of equipment.

Knowledge of all Microsoft Office software and able to learn and use institutional software systems.

Complies with all State and University policies.

Other duties may be assigned.

No supervisory responsibilities.

Required Qualifications

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Bachelor’s Degree.

Two years of experience, related to the statement of duties and responsibilities; or equivalent combination of education and experience.

Training in developing and analyzing institutional databases, which facilitate internal and external reporting.

Working Conditions

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is regularly required to sit; use hands to feel; and reach with hands and arms. The employee is occasionally required to stand; walk; and talk or hear. The employee must regularly be able to lift and move up to 50 lbs.

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
The noise level for this work environment is usually moderate.

EO/AA Statement

The University of Texas at El Paso is an Equal Opportunity / Affirmative Action Employer. The University does not discriminate on the basis of race, color, national origin, sex, religion, age, disability, genetic information, veteran status, or sexual orientation and gender in employment or the provision of services in accordance with state and federal law. Discrimination on the basis of sex includes an employee’s or prospective employee’s right to be free from sexual harassment under Title IX of the Higher Education Amendments of 1972.",4.3,"University of Texas at El Paso
4.3","El Paso, TX",-1,1001 to 5000 Employees,1914,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,0,29000,51000,40000.0,University of Texas at El Paso,TX,106,0,0,0,0,0,0,0,0,3494,na
1265,Data Analyst,$45K-$81K (Glassdoor est.),"U.S. News & World Report is a digital first media company dedicated to helping consumers and business professionals make important decisions. We publish independent reporting, rankings, data journalism and advice that has earned the trust of our readers and users for more than 85 years.

As a trusted authority providing empowerment and guidance that improves the quality of life for consumers and communities, U.S. News ultimately leads to better life decisions.

Your role in helping us shape the future:

As a member of the U.S. News Money team, you will be involved in supporting the Money product team to help drive the future of our business; you will be a key member of a fast-growing organization that is goal-oriented and re-shaping our future.

The primary responsibilities of the Data Analyst will be to ensure rankings data quality in a timely manner.

Are you up to the challenge?
Collect and analyze data for Money rankings, including fielding surveys
Develop expertise in ranking methodologies and data sources
Develop quality assurance procedures for data collected internally and from third party sources; ensuring accuracy of rankings computations and information displayed on usnews.com
Coordinate closely with U.S. News technical team on the development efforts related to rankings launches; providing detailed written specs, assisting in troubleshooting bugs, and testing the accuracy of data loads
Analysis tasks may include computing scores on ranking factors, modeling impact of potential methodology changes, performing multiple regression analyses, testing for statistical outliers and producing data visualizations
Meet specific project deadlines and timelines set by the product management and tech teams
Provide editorial and PR team with data used in articles, short lists, and slideshows as well as assist in the review process prior to publication
Recommend new methodologies and product features based upon data analysis
On-going data and product QA, with detailed-oriented eye for errors/ bugs
You should definitely have:
Bachelor’s degree in data science or a related field or equivalent experience
3+ years relevant work experience
High level proficiency working in MS Office Suite, specifically in Excel
Knowledge of database structures and experience writing SQL select statements to query databases
Strong oral and written communication skills
Excelled in college-level quantitative coursework (economics, math, statistics or computer science)
Attention to detail, excellent organizational skills and strong time management skills
It would be nice if you had:
Experience in JIRA
Up-to-date knowledge on Internet publishing and metrics, with an acute understanding of SEO, is a plus
What it’s like to work with us:

Talent is our best asset!

We invest in people with passion and potential who understand U.S. News’ dedication to our consumers.
Entrepreneurial, mission-driven culture with core values of quality and integrity
Focus on fostering personal and professional growth
Competitive benefits including paid vacation time, medical, tuition reimbursement, and training
Collaborative Work Environment ~ Fun, diverse, inclusive and ambitious co-workers
Other Job Info:
These statements are intended to describe the general nature and level of work being performed by employees assigned to this job. This is not intended to be an exhaustive list of all responsibilities, duties, and skills required of employees assigned to this job.
Please note that we will not offer visa sponsorship for this position.",3.7,"US News & World Report ,L.P.
3.7","Washington, DC",-1,201 to 500 Employees,1933,Company - Private,Publishing,Media,$100 to $500 million (USD),-1,0,45000,81000,63000.0,"US News & World Report ,L.P.",DC,87,0,1,0,0,0,1,0,0,3546,na
1266,Data Analyst,$44K-$80K (Glassdoor est.),"Required:
Knowledge of referential and large data formats and file structures
Knowledge of databases, including big data technologies
Knowledge of programming and SDLC
Knowledge of Metadata tagging, data classification, and defining business and technical metadata
Ability to convey complex concepts to business stakeholders in terms relevant to the business
Excellent written and verbal communications skills
Excellent data analysis skills
Organized, structured, methodical
Analytical with strong problem-solving ability
Strong prioritization and time management skills
Experience with these is a must:
Strong Python and Spark
Hadoop and/or Big data solutions
Oracle, PL/SQL, Teradata
Should have Data lineage experience
Exposure to AWS and/or Cloud environments
Should have been a developer in past
Good understanding on Code Repositories like GIT",3.3,"Techligent
3.3","Philadelphia, PA",-1,1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,44000,80000,62000.0,Techligent,PA,-1,1,1,1,1,0,1,0,0,849,na
1267,Data Science Support Analyst,$63K-$106K (Glassdoor est.),"JM&A Group is one of the largest independent providers of finance and insurance (F&I) products in the automotive industry. For nearly 40 years, the company has helped automobile dealers achieve unsurpassed levels of performance. JM&A Group provides more than 3,800 dealerships with a variety of products and services, such as new and used vehicle protection plans, pre-paid maintenance plans and GAP protection programs. Among JM&A Group’s competitive advantages is its robust training and consulting services for F&I professionals, and the company is actively evolving to meet consumer preferences to remain a market leader and a partner of choice.

JM&A, a division of JM Family Enterprises, Inc., is looking for an experienced Data Science Support Analyst to join its Customer Services Admin team. The Support Analyst will partner with the Data Scientists to: support production deployment of models and web applications related to technologies developed by the Data Science team; participates in new development of web applications and restful api’s; gain exposure to production machine learning model pipelines and the design and creation of new models using statistical techniques.


Responsibilities:
Continually check metrics and validate models, compute model performance metrics.
Access, analyze, cleanse, pre-process data.
Retrieve data from multiple stores CSV/Teradata/Oracle/API/.
Train new models per specifications from Data Scientist.
Deploy new models and determine when to replace existing.
Configure Linux server web sites and update code base as needed.
Monitor web application performance and fix issues accordingly.
Configure SQLite/SQL/Mongo databases and stored queries, updating as needed.
Participate in meetings and offer ideas and solutions to present problems.
#LI-JD1

Python (numpy/pandas/matplotlib/sklearn/flask)
Version control (git)
SQL and database APIs (cx_oracle, pymysql, sqlalchemy)
Cloud deployment experience (AWS, containerization) and familiarity with AWS services
Experience working in an Agile/Scrum environment
Machine Learning algorithm development experience.
Ability to learn new technologies rapidly and turn around implementations.
Excellent communication skills (both written and verbal) with ability to effectively communicate to all levels with varying degrees of technical knowledge
Critical thinking Independent problem resolution
Ability to work in a team and collaborate with others
Bachelor's Degree (Data Science, Analytics, Business, Finance, Computer Science, Engineering or related field)
2-4 years experience (candidates with a relevant Masters degree and less experience will also be considered).",4.1,"JM Family
4.1","Deerfield Beach, FL",-1,1001 to 5000 Employees,1968,Company - Private,Vehicle Dealers,Retail,$10 to $25 million (USD),-1,0,63000,106000,84500.0,JM Family,FL,52,1,1,1,0,0,1,0,0,2663,na
1268,Data Analyst with Pyspark,$35K-$64K (Glassdoor est.),"Basic Job Information
Joborder Id : 987656363
Title : Data Analyst with Pyspark
Location : Bentonville, AR
Position Type : Contract
No of Opening : 1
Job Description",4.1,"SysMind
4.1","Bentonville, AR",-1,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,35000,64000,49500.0,SysMind,AR,21,0,0,0,1,0,0,0,0,165,na
1270,Validation Laboratory Software Tool Developer - Data Analyst,$36K-$65K (Glassdoor est.),"Job Title
Validation Laboratory Software Tool Developer - Data Analyst

22-Oct-2020

Division
Vitesco Technologies

Job Description
Overview:
This position has two missions: First, manage data within the appropriate tools as well as analyze and report data to the management team. Secondly, manage the administration tools and databases for the department.
Core Responsibilities:
Data Analytics & KPI Reporting
• Manage the department data – process the data in a clear and concise manner. Provide thorough reports when requested. Develop new methods to improve data collection, data manipulation and data reporting. Communicate the information to the requester.
• Conformance to plan – develop a firm understanding of the operations and associated expectations. Manage all KPIs to ensure a cohesive collection according to their purpose and function. Report regular status and issues in a clear and concise manner.
• Configuration and change management - Ensure input & output is within prescribed guidelines. Develops, updates and maintains all changes, configuration settings and protocol for documents under control (i.e. in case of audits to have a change history/approval). Audit for conformance, accurately document deviations and close all associated Incidents.
• Create reports and data visualizations to guide decision-making across the Vitesco Technologies Laboratories organization, at local, regional and global levels
• Ability to work in a fast-paced environment and provide accurate and relevant data analysis, sometimes under unclear and ambiguous guidelines
Software and Tool Development
• Develops and maintains department lab administration tools and databases (VTL Web Portal) – Ensures that all tools are maintained and up to date. Re-engineer/develop the databases and GUI’s to match the department needs.
• Interacting with global lab members to establish project requirements and expected outcomes, with consideration of future impacts.
• Act as a consultant by gaining a deep understanding of internal customer needs and playing an integral part in defining and proposing practical solutions to meet and exceed customer expectations.
• Experience with Visual Studio and ASP.NET Webforms development framework
• Experience writing and optimizing SQL queries
• Integrating third-party solutions through Web Services or other frameworks
• Realize continuous improvement changes and modifications to the existing tool set

Additional Responsibilities:
• Strategic planning - Contributes strategy, operational goal setting, and budgeting to reach business objectives and expectations
• Customer interface – Presentation of testing topics to internal and external customers
• Adaptability – managing change orders in an expedient and accurate manner
• Issues management/mitigation – apply situational solutions to each problem or concern

Auto req ID
160147BR

Job Category
Engineering

Job Requirements
Required Qualifications:
Data Analytics & KPI Reporting
• Demonstrates knowledge of data, tools and administration
• Prior experience with data collection, analysis and processing
• Develop applications or tools used to provide summaries, KPIs or improve efficiencies. For example: developed MS Excel or MS Access tools/macros to improve data analysis.
• Strong SQL skills (Common Table Expressions, case statements, subqueries, joins, unions)
• Familiarity with BI tools such as MS Power BI, preferable
• Strong Excel skills (Vlookup, Index Match, nested formulas, conditional logic, pivot tables, VBA, etc.)

Software and Tool Development
• Programming Languages: C#, ASP.NET, HTML, CSS, Javascript, MS SQL Server (T-SQL)
• Optional Programming Languages: Python, jQuery
• Database development & administration including building tables, indexing, stored procedures and functions
• Strong back-end and front-end web development skills
• Object-oriented programming knowledge with a language such as C# or Java
• Preferred Skills: Process automation with tools such as Python and Microsoft Power Automate

Preferred Qualifications:
• Bachelors of Science degree with a focus on data analytics, actuarial science, finance, economics, software engineering, or other related technical field

Legal authorization to work in the U.S. is required. We will not sponsor individuals for employment visas, now or in the future, for this job opening.

Continental is not able to pay relocation expenses for this opportunity.

Country
United States

Job Type
Professional

EEO Statement
EEO / AA / Disabled / Protected Veteran Employer. Continental offers equal employment opportunities to all qualified individuals, without regard to unlawful consideration to race, color, sex, sexual orientation, gender identity, age, religion, national origin, disability, veteran status, or any other status protected by applicable law. In addition, as a federal contractor, Continental complies with government regulations, including affirmative action responsibilities, where they apply. To be considered, you must apply for a specific position for which Continental has a current posted job opening. Qualifying applications will be considered only for the specific opening(s) to which you apply. If you would like to be considered for additional or future job openings, we encourage you to reapply for other opportunities as they become available. Further, Continental provides reasonable accommodations to qualified individuals with a disability. If you need assistance in the application process, please reply to Careers@conti-na.com or contact US Recruiting at 248.209.7425. This telephone line and email address are reserved solely for job seekers with disabilities requesting accessibility assistance or an accommodation in the job application process. Please do not call about the status of your job application, if you do not require accessibility assistance or an accommodation. Messages left for other purposes, such as following up on an application or non-disability related technical issues, will not receive a call back.

About Continental
Vitesco Technologies is a leading international developer and manufacturer of state-of-the-art powertrain technologies for sustainable mobility. With smart system solutions and components for electric, hybrid and internal combustion vehicles, Vitesco Technologies makes mobility clean, efficient and affordable. The product range includes electric drives, electronic control units, sensors and actuators, and exhaust-gas aftertreatment solutions. In 2019, Vitesco Technologies, a Continental business area, recorded sales of EUR 7.8 billion and employs almost 40,000 people at around 50 locations worldwide. Vitesco Technologies is headquartered in Regensburg, Germany.

Division Footer Text
Ready to drive with Continental? Take the first step and fill in the online application.

Posting Location
Auburn Hills, MI",3.9,"Continental
3.9","Auburn Hills, MI",-1,10000+ Employees,1871,Company - Public,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),-1,0,36000,65000,50500.0,Continental,MI,149,1,1,0,0,0,1,0,1,6872,na
1271,Data Analyst,$71K-$96K (Glassdoor est.),"The Celestar Corporation has an IMMEDIATE NEED to identify a Data Analyst. Please review the position description below. If interested and qualified we welcome you to apply for this challenging opportunity.

LOCATION: Doral, Florida

CLEARANCE/ACCESS: Active Top Secret Level Clearance with SCI Access; Clearance, Access and Invesitgation must appear in JPAS and be within scope (5 - Years)

OVERVIEW: Perform a variety of engineering tasks, either independently or under supervision, which are broad in nature and are concerned with execution of JFS, JT, T&E or QRT activities.

RESPONSIBILITIES:
Provide support to the Joint Test and Evaluation program, USSOUTHCOM and JIATF-South for ISR employment planning and CONOPS validation, by developing operational doctrine that supports integrated ISR with multiple assets.
Provide advanced data metrics development, data collection planning, post-event analysis and evaluation for project test events.
Observe and analyze test and evaluation operations to ensure data collected addresses Measure of Performance/Effectiveness and to ensure conformity with military doctrines, policies, and procedures.
Responsible for conducting in-depth functional area research and providing ORSA expertise in TTX and Field Test events.
QUALIFICATIONS:
Experience with data collection and analysis planning, test issue resolution, post-test data analysis, and report preparation and production
Ability to analyze operational test activities and utilize advanced knowledge of mathematics, statistical and engineering methods in determining solutions to complex problems
Experience developing data collection and analysis methodologies to ensure that all test data collected is of sufficient quantity, quality, and relevance to meet test objectives
Knowledge of joint ISR planning and operations doctrine
Experience in joint or operational Test and Evaluation (T&E) preferred
Experience with ISR Platform capabilities and planning for long-duration operations preferred
REQUIRED EDUCATION AND EXPERIENCE:
Level I: Bachelor's Degree with at least 10 years of relevant experience or Master's Degree with at least 4 years of experience
Level II: Bachelor's Degree with at least 14 years of relevant experience or Master's Degree with at least 9 years of experience
Level III: Bachelor's Degree with over 20 years of relevant experience, Master's Degree with at least 12 years of relevant experience, or Ph.D. with at least 6 years of relevant experience
IMPORTANT NOTE: This is a Best Athlete Selection Process! Please ensure that the required and/or desired experience is reflected on your resume to receive fair and competitive consideration.

Come onboard with a company that Values its Employees!

Celestar, a Veteran Owned Company, is Very Competitive with Salaries and Benefits. As an example, we offer Company Paid Benefits that include Employee and Family Dental Insurance and Employee Health Insurance. We also offer a 401(k) retirement company match, paid Holidays and Paid Time Off!

Minimum physical demands for on task positions: Employee needs to be able to sit at a workstation for extended periods; use hand(s) to handle or feel objects, tools, or controls; reach with hands and arms; talk and hear. Most positions require ability to work on desktop or laptop computer for extended periods of time reading, reviewing/analyzing information, and providing recommendations, summaries and/or reports in written format. Must be able to effectively communicate with others verbally and in writing. Employee may be required to occasionally lift and/or move moderate amounts of weight, typically less than 20 pounds. Regular and predictable attendance is essential.
Team Members on Task (CONUS only, minimal or no job-related travel):
• Work Environment: The noise level in the work environment is usually moderate.
• Office Type Environment with Temperature Control. May be exposed to chemicals related to office equipment. The noise level in the work environment is usually moderate. General office environment.
Team Members on task (CONUS and OCONUS assignments, some travel):
• Specific vision abilities required by the job may include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus.
• Team Members deployed to a combat zone must be physically able to live in austere conditions during off duty time that may include extremes in temperature, noise, and must not have any medical conditions that require access to uninterrupted power sources.
• Team Members deployed to a combat zone will be subject to hazardous conditions which may require them to wear a kevlar helmet, individual body armor and/or wear a gas mask for extended periods of time.

PAY TRANSPARENCY POLICY STATEMENT
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.

Celestar is an Equal Employment Opportunity Affirmative Action Employer that is committed to providing equal opportunity for all applicants or employees on the basis of their race, color, sex, sexual orientation, gender identity, national origin, age, religion, veteran status, disability, or any other characteristic protected by law.

If you should have difficulty accessing our online application, please call us during normal working hours for immediate assistance @ (813)-627-9069
__ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __ __

Minimum physical demands for on task positions: Employee needs to be able to sit at a workstation for extended periods; use hand(s) to handle or feel objects, tools, or controls; reach with hands and arms; talk and hear. Most positions require ability to work on desktop or laptop computer for extended periods of time reading, reviewing/analyzing information, and providing recommendations, summaries and/or reports in written format. Must be able to effectively communicate with others verbally and in writing. Employee may be required to occasionally lift and/or move moderate amounts of weight, typically less than 20 pounds. Regular and predictable attendance is essential.
Team Members on Task (CONUS only, minimal or no job-related travel):
• Work Environment: The noise level in the work environment is usually moderate.
• Office Type Environment with Temperature Control. May be exposed to chemicals related to office equipment. The noise level in the work environment is usually moderate. General office environment.
Team Members on task (CONUS and OCONUS assignments, some travel):
• Specific vision abilities required by the job may include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus.
• Team Members deployed to a combat zone must be physically able to live in austere conditions during off duty time that may include extremes in temperature, noise, and must not have any medical conditions that require access to uninterrupted power sources.
• Team Members deployed to a combat zone will be subject to hazardous conditions which may require them to wear a kevlar helmet, individual body armor and/or wear a gas mask for extended periods of time.

PAY TRANSPARENCY POLICY STATEMENT
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.

Celestar is an Equal Employment Opportunity Affirmative Action Employer that is committed to providing equal opportunity for all applicants or employees on the basis of their race, color, sex, sexual orientation, gender identity, national origin, age, religion, veteran status, disability, or any other characteristic protected by law.

If you should have difficulty accessing our online application, please call us during normal working hours for immediate assistance @ (813)-627-9069",4.0,"Celestar Corporation
4.0","Doral, FL",-1,1 to 50 Employees,-1,Company - Private,Wholesale,Business Services,Less than $1 million (USD),-1,0,71000,96000,83500.0,Celestar Corporation,FL,-1,0,0,0,0,0,0,0,0,9139,na
1272,Data Analyst - Financial,$49K-$88K (Glassdoor est.),"Provide analytical support and user assistance within the assigned financial business systems within Community Healthcare System. Lead and perform complex analysis in an evolving data environment. Collect and study data to reveal ways to enhance operational efficiencies. Assist customers in transforming data into information through logical data models which are then used to synthesize the data into information that fits the customer’s needs. Contribute to providing appropriate information and reports to decision makers to help make better fact-based business decisions. Transforming data includes importing, cleaning, transforming, validating or modeling data with the purpose of understanding or making conclusions from the data for decision-making purposes. Present data in charts, graphs, tables, designing and developing relational databases for collecting data. May provide database design and management services. Make recommendations about the methods a company should use to collect, analyze and manage data to improve data quality and the efficiency of data systems.

To Qualify You Must Have:

Bachelors Degree required, preferably in Finance, Economics or healthcare related.
Minimum 3-5 years of experience in Financial Analysis and a basic understanding of healthcare systems and general operations is preferred.
Proficiency in using Windows operating systems, Microsoft Office applications, Internet and Intranet required.
Intermediate to Advanced level of proficiency with MS Outlook, Word, Excel and other computer system applications.
PowerPoint and other analytical applications such as Crystal Reports and SAS are a plus; must be able to develop simple graphs and charts to explain how the analysis will influence the business.
Possess exceptional verbal written communication and presentation skills, analytical and data management skills knowledge necessary to explain results of statistical findings in layman terms a business customer will understand.
Strong interpersonal skills and ability to work collegially and collaboratively with all levels and functions with the company to foster partnership and teamwork.
Must have the ability to use cognitive reasoning to analyze, diagnose and resolve problems.
Excellent organizational and project management skills with the attention to detail, without losing focus on the overall objective and goal.
Excellent problem-solving, organization and analytical skills.
Ability to work independently and multi-task while working in a collaborative, team environment with a positive attitude.
Must be able to work in a fast paced, technical and cross-functional environment.",3.6,"Community Foundation of Northwest Indiana, Inc.
3.6","Munster, IN",-1,1001 to 5000 Employees,1985,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,49000,88000,68500.0,"Community Foundation of Northwest Indiana, Inc.",IN,35,0,0,0,0,0,1,0,0,2644,na
1275,"Analyst, Data (SQL/Power BI)",$55K-$94K (Glassdoor est.),"Job Description

Job Summary
Designs and implements processes and solutions associated with a wide variety of data sets used for data/text mining, analysis, modeling, and predicting to enable informed business decisions. Gains insight into key business problems and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources. Collaborates across departments and with customers to define requirements and understand business problems. Uses advanced mathematical, statistical, querying, and reporting methods to develop solutions. Develops information tools, algorithms, dashboards, and queries to monitor and improve business performance. Creates solutions from initial concept to fully tested production, and communicates results to a broad range of audiences. Effectively uses current and emerging technologies.

Knowledge/Skills/Abilities
• Extracts and compiles various sources of information and large data sets from various systems to identify and analyze outliers.
• Sets up process for monitoring, tracking, and trending department data.
• Prepares any state mandated reports and analysis.
• Works with internal, external and enterprise clients as needed to research, develop, and document new standard reports or processes.
• Implements and uses the analytics software and systems to support the departments goals.
Job Qualifications


Required Education
Associate's Degree or equivalent combination of education and experience
Required Experience
1-3 years
Preferred Education
Bachelor's Degree or equivalent combination of education and experience
Preferred Experience
3-5 years

To all current Molina employees: If you are interested in applying for this position, please apply through the intranet job listing.

Molina Healthcare offers a competitive benefits and compensation package. Molina Healthcare is an Equal Opportunity Employer (EOE) M/F/D/V.",3.3,"Molina Healthcare
3.3","Long Beach, CA",-1,10000+ Employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,55000,94000,74500.0,Molina Healthcare,CA,40,0,0,0,0,0,0,0,0,1937,na
1276,Data Analyst,$59K-$100K (Glassdoor est.),"The Department of Pathology and Laboratory Medicine is seeking to hire a Data Analyst to join their Technology Center for Genomics & Bioinformatics. The Data Analyst will serve as the primary bioinformatician for the Center and be responsible for next generation sequencing (Ion Torrent and HiSeq2000) and microarray data management. Duties include:

•NGS data analysis (RNAseq, WES, WGS, Chipseq, Methseq, single cell RNAseq)
•NGS data management (data delivery, data transfer, data storage)
•Customer support
•Other laboratory pre-analytical and post-analytical activities

Note:
Due to the pandemic, this position is 100% remote until further notice

Job Title: Data Analyst

UC Job Title: SRA III

Job Number: req9136

Work Hours: Monday - Friday, 8am - 5pm

Job Type: career

Duration: Indefinite

Work Location:Los Angeles

Salary Range: 58,454.43 - 94,002.50

Job Duties:

The Department of Pathology and Laboratory Medicine is seeking to hire a Data Analyst to join their Technology Center for Genomics & Bioinformatics. The Data Analyst will serve as the primary bioinformatician for the Center and be responsible for next generation sequencing (Ion Torrent and HiSeq2000) and microarray data management. Duties include:

•NGS data analysis (RNAseq, WES, WGS, Chipseq, Methseq, single cell RNAseq)
•NGS data management (data delivery, data transfer, data storage)
•Customer support
•Other laboratory pre-analytical and post-analytical activities

Note:
Due to the pandemic, this position is 100% remote until further notice

Job Qualifications:

•At least one year experience working with NGS data analysis
•Demonstrated understanding of the statistical principles behind current best practices in bioinformatics
•Broad experience with data generated by high-throughput molecular assays including microarrays and next-generation sequencing, preferred
•Experience in molecular biology combined with a very strong record of high-throughput data analysis, supported by publication in this area, preferred
•Experience in bioinformatics, biostatistics, computational biology or similar molecular biology, genetics, or biotechnology, preferred
•Strong experience in the use of a high-level programming language such as R, MATLAB, Python or Perl for complex data analysis
•Strong communication, data presentation and visualization skills. In particular, a demonstrated ability to effectively interact with scientific and thought leaders who specialize in areas other than bioinformatics, biostatistics, etc.
•Ability to work both independently, collaboratively, and interdependently to handle numerous concurrent, fast-paced projects

Bargaining Unit: RX

Layoff Referral Deadline:

Posted Date: 9/28/2020

Posting Category: Research",4.0,"UC Davis Medical Center
4.0","Los Angeles, CA",-1,10000+ Employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,0,59000,100000,79500.0,UC Davis Medical Center,CA,-1,1,0,0,0,0,0,0,0,2735,na
1278,Data Analyst,$39K-$71K (Glassdoor est.),"Job no: 495633 Work type: Regular Full-Time Location: Bethesda, MD Capability Area: Business Ventures and Innovation

JOB DESCRIPTION:

NORC at the University of Chicago is seeking a Data Analyst on our BEAD team. At NORC, Data Analysts work with our Data Scientists, and play a strategic role in supporting our research teams to produce valuable insights for our clients. They work collaboratively and help break down silos and barriers across the company to help drive innovative work. Under the leadership of Data Scientists, the Data Analysts contribute to the design and implementation of algorithms, models, and work flows to discover valuable information in large volumes of data from various sources; organizes, harmonizes, and analyzes data sets; uses various technologies to enable data visualization; and creates applications of general value to the company’s business.

Due to current COVID-19 safety measures, employees who can work from home, are required to do so. Once it is safe to resume standard practices of commuter travel and social interaction per government guidelines, we expect employees to maintain an office presence as required by projects needs and department leadership. This position in particular will be on-site at a Federal client several days a week once it is safe.

DEPARTMENT:

The Behavioral and Economic Analysis and Decision-Making (BEAD) team at NORC provides clients with actionable insights on critical policy and business issues. Applying rigorous, state-of-the-art methods from the fields of consumer behavior, judgment and decision-making, behavioral finance, household economics, cognitive science, experimental methods, and statistical analysis, BEAD obtains fact-based empirical evidence and distills the results into comprehensive, understandable, and usable reports and recommendations.

RESPONSIBILITIES:
Gathering results using a variety of techniques, ranging from simple data aggregation via statistical analysis to moderate to complex data mining.
Support the presentation of data by developing charts, graphs and tables.
Under close supervision, maintains databases/data systems, data dictionaries, etc.
Perform other duties as assigned.

REQUIRED SKILLS:
Bachelor's Degree in Math, Statistics, or Economics.
0 - 2 years experience in positions working with large datasets and conducting statistical and quantitative modeling, melding analytics with basic programming, data mining, clustering and segmentation. Domain expertise preferred.
Strong written and verbal communication including technical writing skills.
Basic data programming skills in statistical packages and database tools. Proficiency in R required.

WHAT WE DO:

NORC at the University of Chicago is an objective, non-partisan research institution that delivers reliable data and rigorous analysis to guide critical programmatic, business, and policy decisions. Since 1941, our teams have conducted groundbreaking studies, created and applied innovative methods and tools, and advanced principles of scientific integrity and collaboration. Today, government, corporate, and nonprofit clients around the world partner with us to transform increasingly complex information into useful knowledge.

WHO WE ARE:

For over 75 years, NORC has evolved in many ways, moving the needle with research methods, technical applications and groundbreaking research findings. But our tradition of excellence, passion for innovation, and commitment to collegiality have remained constant components of who we are as a brand, and who each of us is as a member of the NORC team. With world-class benefits, a business casual environment, and an emphasis on continuous learning, NORC is a place where people join for the stellar research and analysis work for which we’re known, and stay for the relationships they form with their colleagues who take pride in the impact their work is making on a global scale.

EEO STATEMENT:

NORC is an affirmative action, equal opportunity employer that values and actively seeks diversity in the workforce. NORC evaluates qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, sexual orientation, gender identity, and other legally- protected characteristics.

Advertised: May 18, 2020 Eastern Daylight Time Applications close:",3.0,"NORC at the University of Chicago
3.0","Bethesda, MD",-1,1001 to 5000 Employees,1941,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),-1,0,39000,71000,55000.0,NORC at the University of Chicago,MD,79,0,0,0,0,0,1,1,0,4327,na
